,PaperID,Title,FieldsOfStudy,FieldsOfStudy_s2,Journal
957,a41dc2f21dfa7fb5922b402c0fe5be3515a2d2f2,The gender pay gap in Austria : Eppur si muove ! ∗,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",
958,fc8b15b34a373c78fff936f96e4362e165ccbfab,Do Female Executives Make a Difference ? The Impact of Female Leadership on Firm Performance and Gender Gaps in Wages and Promotions . ∗,,"[{'category': 'Economics', 'source': 's2-fos-model'}]",
959,6ad236efa7532fcc8a7c28f29bb9ebe0cb86fe05,[Gender differences in the relationship between sleep and depression among elderly people residing at home].,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '[Nihon koshu eisei zasshi] Japanese journal of public health', 'pages': '\n          239-50\n        ', 'volume': '59 4'}"
960,b647951c7195b66df3e291de76e92f9deb3535a4,Gender differences in the use of mental health services in a Barcelona area,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'European Journal of Psychiatry', 'pages': '30-40', 'volume': '26'}"
961,6d8c6df47c6af22a94022172ffd3d0d1733a3196,"Gender differences in trauma mechanisms, and outcomes in a rural hospital which is not designed as trauma centre",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Political Science', 'source': 's2-fos-model'}]","{'name': 'Emergency Medicine Journal', 'pages': 'e16 - e16', 'volume': '30'}"
962,96c771a8d55f92d63e92b45dd15375fe58a0e4fa,Book Review: Women and Gender: Making a Difference (4th ed.),['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Psychology of Women Quarterly', 'pages': '510 - 511', 'volume': '36'}"
963,42bef3ee89b153536153915b8a83a31144b62daf,Gender Gaps and Information and Communication Technology: A Case Study of India,['Geography'],"[{'category': 'Geography', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'pages': '277-291', 'volume': ''}"
964,d43254da7c92772c7468331f3b131ae5d90d8d81,Gender and Age Differences in How Children Cope with Daily Stress,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Electronic Journal of Research in Educational Psychology', 'pages': '95-110', 'volume': '10'}"
965,8c1f9e7cfcc5372c55404d96d604eb00ed681312,Scalar Equivalence in Self-Rated Depressive Symptomatology as Measured by the Beck Depression Inventory-II: Do Racial and Gender Differences in College Students Exist?,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Psychology', 'pages': '762-774', 'volume': '03'}"
966,3c5bab0dd81fb58cac5bade3238336755673e0d6,Gender Differences in Mathematics and Science Achievement Across the Distribution: What International Variation Can Tell Us About the Role of Biology and Society,"['Biology', 'Mathematics', 'Political Science']","[{'category': 'Biology', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'pages': '441-468', 'volume': ''}"
967,69ad6a7d1fa1fed3ff7bcc21c12da17efee8eb22,Gender differences in executive functions and reading abilities in children with attention deficit hyperactivity disorder,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Egyptian Journal of Psychiatry', 'pages': '63', 'volume': '33'}"
968,0ac296939e542212b78e93ac092b4ad53a36dbd3,"Women in Dispute Resolution: Parties, Lawyers and Dispute Resolvers: What Difference Does ‘Gender Difference’ Make?",['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Law', 'source': 's2-fos-model'}]","{'name': '', 'pages': '4', 'volume': '18'}"
969,db8ab054b66c45c7e21e467bf5444b25cae0ef6a,Gender differences of the undergraduates' suicide probability,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Chinese Journal of School Health', 'volume': ''}"
970,9653027c9e2b2fa4e9b2bab2f13f5e9a872ff47e,Academic Self-attributions: Gender and Grade Differences in students of Secondary Education,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}]","{'name': 'Revista Latinoamericana De Psicologia', 'pages': '57-68', 'volume': '44'}"
971,3a2e5c38d031154144dcdb82a7048877f647ed20,Understanding the gender-pain gap.,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Pain management', 'pages': '\n          315-7\n        ', 'volume': '2 4'}"
972,04a16b26709bde88d745851c6f1b99fd9bff4b59,Gender Differences in Attitudinal Acceptance of Intimate Partner Violence Perpetration Under Attachment-Relevant Contexts,"['Psychology', 'Medicine']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Violence and Victims', 'pages': '229 - 245', 'volume': '27'}"
973,750ab8038260514a8cfc607e45f97623d5f6b7e8,"Addressing social barriers and closing the gender knowledge gap: exposure to road shows is associated with more knowledge and more positive beliefs, attitudes and social norms regarding exclusive breastfeeding in rural Zimbabwe.",['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Maternal & child nutrition', 'pages': '\n          459-70\n        ', 'volume': '8 4'}"
974,cc29ece91d20e9678ab6621aad6c24298572bf3c,"Industrial Composition, Bargaining, and the Gender Wage Gap: Evidence from U.S. Cities ⇤",['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'volume': ''}"
975,6d23bb14f91720cd597f4ac188af162b26439090,Gender Difference in Caregiving Experience and the Importance of Social Participation and Marital Satisfaction Among Aging Mothers and Fathers of Adults With Schizophrenia,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Social Work in Mental Health', 'pages': '146 - 168', 'volume': '10'}"
976,eea8385aad4fa89f6950595c993f31ae27daaa76,Organizational roles enacted by healthcare fundraisers: A national study testing theory and assessing gender differences,['Sociology'],"[{'category': 'Sociology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Journal of Communication Management', 'pages': '244-263', 'volume': '16'}"
977,8bab8ee6f7dc954fcfbc4d83784aa4972317d7ea,"Making Sense of the Atmospheric Science Gender Gap: Do Female and Male Graduate Students Have Different Career Motives, Goals, and Challenges?",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Geoscience Education', 'pages': '408 - 416', 'volume': '60'}"
978,07728e514a74eb9c267bac7c8b49258a71ab8e51,Gender difference in hematological toxicity among lung cancer patients receiving amrubicin monotherapy.,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}, {'category': 'Biology', 'source': 's2-fos-model'}]","{'name': 'Japanese journal of clinical oncology', 'pages': '\n          1187-91\n        ', 'volume': '42 12'}"
979,0b4f3b3fcda462084af5ed6e1947111e7297c608,Closing the Gender Gap,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Journal of Literacy Research', 'pages': '343 - 363', 'volume': '44'}"
980,ac600db709157904ef6ac8cf15164a9c8c48ca5e,Marital Dissolution and Psychological Well-Being: Race and Gender Differences in the Moderating Role of Marital Relationship Quality,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Research in Human Development', 'pages': '145 - 164', 'volume': '9'}"
981,91ad406da465a5948221dfd398756022dab35e49,Gender differences in spatial awareness in immersive virtual environments: a preliminary investigation,['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]",{'pages': '95-98'}
982,ff9a9f0c258533223946e49bad42148de3222620,The gender difference in distraction of background music and noise on the cognitive task performance,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': '2012 8th International Conference on Natural Computation', 'pages': '584-587'}"
983,a486516907d7a0095a7f6cc70a4731e9811e9c99,Physical capital and the embodied nature of income inequality: gender differences in the effect of body size on workers' incomes in Canada.,"['Sociology', 'Medicine']","[{'category': 'Sociology', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': 'Canadian review of sociology = Revue canadienne de sociologie', 'pages': '\n          1-25\n        ', 'volume': '49 1'}"
984,ab26d9d1f05ef1508f84c2421ae7a375edc1ceac,Addressing the Gender Gap in Europe and Central Asia,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'pages': '1-4', 'volume': ''}"
985,8a511ab1265920445cc6576bf5a68083bd20e634,"Casting a Wider Net: A Longitudinal Study Exploring Gender Differences, Influences and Attitudes Impacting Academic Major Selection in Computing",['Computer Science'],"[{'category': 'Computer Science', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Comput. Inf. Sci.', 'pages': '2-10', 'volume': '5'}"
986,1f2daab7a09a88aefe979b85376d4c72461be66f,Gender differences on the job satisfaction in the phase of implementing advanced manufacturing technology in the Chinese manufacturing firms.,"['Business', 'Medicine']","[{'category': 'Business', 'source': 'external'}, {'category': 'Medicine', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'Work', 'pages': '\n          4320-2\n        ', 'volume': '41 Suppl 1'}"
987,46247d8c04e82224a6af7b8aeb099888c9d89dcc,Gender Gaps in Education and Labor Market Outcomes in the United States: The Impact of Employers' Prejudice,['Economics'],"[{'category': 'Economics', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'Political Economy - Development: Public Service Delivery eJournal'}
988,d07909c01f36ab7b0bf387464ea200243596a6cd,Gender relations in the Armed Forces: does the draft make a difference?,['Political Science'],"[{'category': 'Political Science', 'source': 'external'}, {'category': 'Sociology', 'source': 's2-fos-model'}]","{'name': 'Security and Peace', 'pages': '19-24', 'volume': '30'}"
989,d1ac539836593077ec87e95a9809ed01b15efa0b,"Business Ethics of Pakistanis in Islamabad and Lahore: Do Age, Gender and Data Collection Processes Make a Difference?",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Business', 'source': 's2-fos-model'}]","{'name': 'International Journal of Learning and Development', 'pages': '325-341', 'volume': '2'}"
990,4128d7a730da793b5ee3b3d7b69d527684228dc2,Gender and age differences in obesity among Korean adults,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'The Korean Journal of Internal Medicine', 'pages': '19 - 21', 'volume': '28'}"
991,2c87cfc9483f6b234414a9e713b32d43c7e34da7,Gender Differences Analysis Cross-Culturally in Decision-Making Styles-- Taiwanese and Americans Comparison,,"[{'category': 'Business', 'source': 's2-fos-model'}]",
992,6f2a78043ea6a42448087678836c0a2990c3b0d0,"Ravens Progressive Matrices: Psychometric Evidence, Gender and Social Class Differences in Middle Childhood",['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}]","{'name': 'Journal of Behavioural Sciences', 'pages': '120', 'volume': '22'}"
993,3c5bab0dd81fb58cac5bade3238336755673e0d6,Gender Differences in Mathematics and Science Achievement Across the Distribution: What International Variation Can Tell Us About the Role of Biology and Society,"['Biology', 'Mathematics', 'Political Science']","[{'category': 'Biology', 'source': 'external'}, {'category': 'Mathematics', 'source': 'external'}, {'category': 'Political Science', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]","{'name': '', 'pages': '441-468', 'volume': ''}"
994,f2e1b561f2ada6ff873a068a60e6b464bf05e935,Gender Differences in Risk Aversion: A Theory of When and Why,['Psychology'],"[{'category': 'Psychology', 'source': 'external'}, {'category': 'Economics', 'source': 's2-fos-model'}]",{'name': 'FEN: Behavioral Finance (Topic)'}
995,d5572da024d7d4eff3a12654cd89ec1fcafb09cb,Gender differences in cognitive function of patients with chronic schizophrenia,"['Medicine', 'Psychology']","[{'category': 'Medicine', 'source': 'external'}, {'category': 'Psychology', 'source': 'external'}, {'category': 'Psychology', 'source': 's2-fos-model'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'Progress in Neuro-Psychopharmacology and Biological Psychiatry', 'pages': '358-363', 'volume': '39'}"
996,db8aab05e38b9a36182377246c64facccbf91bdc,Exploring Gender Differences in Attitudes Toward Software Piracy Among Undergraduate Students in a Developing Country,"['Psychology', 'Computer Science']","[{'category': 'Psychology', 'source': 'external'}, {'category': 'Computer Science', 'source': 'external'}, {'category': 'Education', 'source': 's2-fos-model'}]","{'name': 'Int. J. Inf. Commun. Technol. Hum. Dev.', 'pages': '1-9', 'volume': '4'}"
997,64d04386106919b51529a41b2a6c1b69006e9422,Gender differences in patients treated with the zotarolimus-eluting stent at a tertiary medical center.,['Medicine'],"[{'category': 'Medicine', 'source': 'external'}, {'category': 'Medicine', 'source': 's2-fos-model'}]","{'name': 'The Journal of invasive cardiology', 'pages': '\n          256-60\n        ', 'volume': '24 6'}"
