Title,female,male,authors_nr,female_nr,male_nr,participation_f,participation_m,Title,Year,auhtors_nr_cat,authors_nr_cat
Does Family Instability Make Girls Fat? Gender Differences Between Instability and Weight,1.0,0.0,4,4,0,1,0,Does Family Instability Make Girls Fat? Gender Differences Between Instability and Weight,2014,4,4
Does Female Incumbency Reduce Gender Bias in Elections? Evidence from Chile,1.0,0.0,2,2,0,1,0,Does Female Incumbency Reduce Gender Bias in Elections? Evidence from Chile,2014,2,2
Does Free Primary Education Narrow Gender Differences in Schooling? Evidence from Kenya,1.0,0.0,1,1,0,1,0,Does Free Primary Education Narrow Gender Differences in Schooling? Evidence from Kenya,2012,1,1
Does Gender Bias Still Affect Women in Science?,1.0,0.0,1,1,0,1,0,Does Gender Bias Still Affect Women in Science?,2019,1,1
Does Gender Contribute to Any Differences in Caries and Periodontal Status in UK Children?,0.33,0.67,3,1,2,1,1,Does Gender Contribute to Any Differences in Caries and Periodontal Status in UK Children?,2022,3,3
Does Gender Difference Exist in Typologies of Intergenerational Relations? Adult Son–Parent and Daughter–Parent Relations in Hong Kong,0.33,0.67,3,1,2,1,1,Does Gender Difference Exist in Typologies of Intergenerational Relations? Adult Son–Parent and Daughter–Parent Relations in Hong Kong,2022,3,3
Does Gender Difference Impact Investment Decisions? Evidence from Oman,0.0,1.0,2,0,2,0,1,Does Gender Difference Impact Investment Decisions? Evidence from Oman,2016,2,2
Does Gender Differences Matter! Investigating the Prejudiced Practices and Gender-Role Conflict Among Female Professionals Working in Male-Dominated Professions,1.0,0.0,1,1,0,1,0,Does Gender Differences Matter! Investigating the Prejudiced Practices and Gender-Role Conflict Among Female Professionals Working in Male-Dominated Professions,2022,1,1
Does Gender Division of Labour Matters for the Differences in Access to Agricultural Extension Services? A Case Study in North West Ethiopia,0.0,1.0,1,0,1,0,1,Does Gender Division of Labour Matters for the Differences in Access to Agricultural Extension Services? A Case Study in North West Ethiopia,2014,1,1
Does Gender Inequality Hinder Development and Economic Growth? Evidence and Policy Implications,1.0,0.0,2,2,0,1,0,Does Gender Inequality Hinder Development and Economic Growth? Evidence and Policy Implications,2013,2,2
Does Gender Inequality Matter in Employment? A Content- and Consistency-Based Analysis of Female Labour Participation in the Nigerian Civil Service,0.0,1.0,4,0,4,0,1,Does Gender Inequality Matter in Employment? A Content- and Consistency-Based Analysis of Female Labour Participation in the Nigerian Civil Service,2022,4,4
Does Gender Make a Difference in Deception? The Effect of Transcranial Direct Current Stimulation Over Dorsolateral Prefrontal Cortex,0.6,0.4,5,3,2,1,1,Does Gender Make a Difference in Deception? The Effect of Transcranial Direct Current Stimulation Over Dorsolateral Prefrontal Cortex,2018,5-10,5-10
Does Gender Make a Difference? Gender Differences in the Motivations and Strategies of Female and Male Academic Entrepreneurs,1.0,0.0,2,2,0,1,0,Does Gender Make a Difference? Gender Differences in the Motivations and Strategies of Female and Male Academic Entrepreneurs,2018,2,2
"Does Gender Matter in Non-Hodgkin Lymphoma? Differences in Epidemiology, Clinical Behavior, and Therapy",0.5,0.5,2,1,1,1,1,"Does Gender Matter in Non-Hodgkin Lymphoma? Differences in Epidemiology, Clinical Behavior, and Therapy",2014,2,2
Does Gender Matter in the News? Detecting and Examining Gender Bias in News Articles,0.0,1.0,2,0,2,0,1,Does Gender Matter in the News? Detecting and Examining Gender Bias in News Articles,2021,2,2
Does Gender Matter? Differences in Social-Emotional Behavior Among Infants and Toddlers Before and After Mild Traumatic Brain Injury,1.0,0.0,1,1,0,1,0,Does Gender Matter? Differences in Social-Emotional Behavior Among Infants and Toddlers Before and After Mild Traumatic Brain Injury,2015,1,1
Does Gender Still Matter? Child Custody Bias in the Illinois Family Court System,0.0,1.0,1,0,1,0,1,Does Gender Still Matter? Child Custody Bias in the Illinois Family Court System,2016,1,1
Does Investing in Education Reduce the Gender Wage Gap?: A Brazilian Population Study,1.0,0.0,2,2,0,1,0,Does Investing in Education Reduce the Gender Wage Gap?: A Brazilian Population Study,2012,2,2
Does Military AI Have Gender? Understanding Bias And Promoting Ethical Approaches In Military Applications of AI,1.0,0.0,1,1,0,1,0,Does Military AI Have Gender? Understanding Bias And Promoting Ethical Approaches In Military Applications of AI,2021,1,1
Does More Equality for Women Mean Less War? Rethinking Sex and Gender Inequality and Political Violence,1.0,0.0,2,2,0,1,0,Does More Equality for Women Mean Less War? Rethinking Sex and Gender Inequality and Political Violence,2021,2,2
Does National Gender Equality Matter? Gender Difference in the Relationship between Entrepreneurial Human Capital and Entrepreneurial Intention,1.0,0.0,2,2,0,1,0,Does National Gender Equality Matter? Gender Difference in the Relationship between Entrepreneurial Human Capital and Entrepreneurial Intention,2022,2,2
Does Perceived Empathy Impact the Role of Gender Bias in Physician Choice for Women's Health?,0.75,0.25,4,3,1,1,1,Does Perceived Empathy Impact the Role of Gender Bias in Physician Choice for Women's Health?,2018,4,4
Does Postponement of First Pregnancy Increase Gender Differences in Sickness Absence? A Register Based Analysis of Norwegian Employees in 1993–2007,0.5,0.5,2,1,1,1,1,Does Postponement of First Pregnancy Increase Gender Differences in Sickness Absence? A Register Based Analysis of Norwegian Employees in 1993–2007,2014,2,2
Does Shared Gender Group Membership Mitigate the Effect of Implicit Bias Attributions on Accountability for Gender-Based Discrimination?,1.0,0.0,3,3,0,1,0,Does Shared Gender Group Membership Mitigate the Effect of Implicit Bias Attributions on Accountability for Gender-Based Discrimination?,2020,3,3
"Does Virtual Education Close the Gender Gap in the Sciences, Mathematics and English?: Using Online Courses to Eliminate the Effects of Teachers' Gender Bias",1.0,0.0,1,1,0,1,0,"Does Virtual Education Close the Gender Gap in the Sciences, Mathematics and English?: Using Online Courses to Eliminate the Effects of Teachers' Gender Bias",2014,1,1
Does a Decade of School Administrator Support for Educator Training on Students’ Sexual and Gender Identity Make a Difference for Students’ Victimization and Perceptions of School Climate?,0.33,0.67,3,1,2,1,1,Does a Decade of School Administrator Support for Educator Training on Students’ Sexual and Gender Identity Make a Difference for Students’ Victimization and Perceptions of School Climate?,2021,3,3
"Does academic authorship reflect gender bias in pediatric surgery? An analysis of the Journal of Pediatric Surgery, 2007-2017",0.75,0.25,4,3,1,1,1,"Does academic authorship reflect gender bias in pediatric surgery? An analysis of the Journal of Pediatric Surgery, 2007-2017",2020,4,4
Does addressing gender inequalities and empowering women and girls improve health and development programme outcomes?,0.86,0.14,7,6,1,1,1,Does addressing gender inequalities and empowering women and girls improve health and development programme outcomes?,2016,5-10,5-10
Does anonymising job applications reduce gender bias?,1.0,0.0,2,2,0,1,0,Does anonymising job applications reduce gender bias?,2018,2,2
Does anxiety in science classrooms impair math and science motivation? - Gender differences beyond the mean level,1.0,0.0,1,1,0,1,0,Does anxiety in science classrooms impair math and science motivation? - Gender differences beyond the mean level,2015,1,1
Does biological maturity actually confound gender-related differences in physical activity in preadolescence?,0.33,0.67,9,3,6,1,1,Does biological maturity actually confound gender-related differences in physical activity in preadolescence?,2012,5-10,5-10
Does connectivity reduce gender gaps in off‐farm employment? Evidence from 12 low‐ and middle‐income countries,0.67,0.33,3,2,1,1,1,Does connectivity reduce gender gaps in off‐farm employment? Evidence from 12 low‐ and middle‐income countries,2021,3,3
Does deliberation contribute to decreasing the gender gap in knowledge?,1.0,0.0,1,1,0,1,0,Does deliberation contribute to decreasing the gender gap in knowledge?,2014,1,1
Does discrimination drive gender differences in health expenditure on adults: Evidence from Cancer patients in rural India,1.0,0.0,1,1,0,1,0,Does discrimination drive gender differences in health expenditure on adults: Evidence from Cancer patients in rural India,2014,1,1
Does financial literacy mitigate gender differences in investment behavioral bias?,0.5,0.5,4,2,2,1,1,Does financial literacy mitigate gender differences in investment behavioral bias?,2020,4,4
Does gender balance in entrepreneurship education make a difference to prospective start-up behaviour?,0.67,0.33,3,2,1,1,1,Does gender balance in entrepreneurship education make a difference to prospective start-up behaviour?,2022,3,3
Does gender bias affect outcomes in mitral valve surgery for degenerative mitral regurgitation?,0.44,0.56,9,4,5,1,1,Does gender bias affect outcomes in mitral valve surgery for degenerative mitral regurgitation?,2021,5-10,5-10
Does gender bias exist? The impact of gender congruity on consumer’s Airbnb booking intention and the mediating role of trust,1.0,0.0,2,2,0,1,0,Does gender bias exist? The impact of gender congruity on consumer’s Airbnb booking intention and the mediating role of trust,2020,2,2
Does gender bias in cardiac stress testing still exist? A videographic analysis nested in a randomized controlled trial,0.25,0.75,4,1,3,1,1,Does gender bias in cardiac stress testing still exist? A videographic analysis nested in a randomized controlled trial,2017,4,4
Does gender change things? Analysis of the difference between male and female violent crime for solo and co-offenders,1.0,0.0,2,2,0,1,0,Does gender change things? Analysis of the difference between male and female violent crime for solo and co-offenders,2014,2,2
Does gender difference play moderating role in the relationship between entrepreneurial marketing and Bangladeshi SME performance?,0.0,1.0,2,0,2,0,1,Does gender difference play moderating role in the relationship between entrepreneurial marketing and Bangladeshi SME performance?,2019,2,2
Does gender differences play any role in intention to adopt Islamic mobile banking in Pakistan?,0.25,0.75,4,1,3,1,1,Does gender differences play any role in intention to adopt Islamic mobile banking in Pakistan?,2018,4,4
Does gender discrimination transformed its face over few generations? exploring gender inequalities among under-6 year children in rural Haryana,0.25,0.75,4,1,3,1,1,Does gender discrimination transformed its face over few generations? exploring gender inequalities among under-6 year children in rural Haryana,2017,4,4
Does gender gap exist in Indian rheumatology? Analysis of faculty gender representation at its annual conferences,0.67,0.33,3,2,1,1,1,Does gender gap exist in Indian rheumatology? Analysis of faculty gender representation at its annual conferences,2021,3,3
Does gender inequality influence interest in pursuing a career in science or mathematics teaching,0.33,0.67,3,1,2,1,1,Does gender inequality influence interest in pursuing a career in science or mathematics teaching,2016,3,3
Does gender inequality reduce growth and development economique? Evidence for a panel from African countries,0.5,0.5,2,1,1,1,1,Does gender inequality reduce growth and development economique? Evidence for a panel from African countries,2018,2,2
Does gender make a difference in business performance?: Evidence from a large enterprise survey data of India,0.5,0.5,2,1,1,1,1,Does gender make a difference in business performance?: Evidence from a large enterprise survey data of India,2017,2,2
Does gender make a difference in knee rotation proprioception and range of motion in healthy subjects?,0.0,1.0,1,0,1,0,1,Does gender make a difference in knee rotation proprioception and range of motion in healthy subjects?,2017,1,1
Does gender make a difference in sleep patterns,1.0,0.0,1,1,0,1,0,Does gender make a difference in sleep patterns,2016,1,1
Does gender make a difference to performing in-vehicle tasks?,0.33,0.67,3,1,2,1,1,Does gender make a difference to performing in-vehicle tasks?,2015,3,3
Does gender make a difference? Comparing the effect of gender on children's comprehension of relative clauses in Hebrew and Italian,0.75,0.25,4,3,1,1,1,Does gender make a difference? Comparing the effect of gender on children's comprehension of relative clauses in Hebrew and Italian,2012,4,4
