,Title,Year,Author,PublicationType,CitationCount,URL
94632,Gender Bias Attitude Survey,2015,S. Riger,['Review'],0,https://www.semanticscholar.org/paper/8674a00619829cdfe921d577700ee7d73a9546e2
94633,Gender Bias Attitude Survey,2015,P. Foster-Fishman,['Review'],0,https://www.semanticscholar.org/paper/8674a00619829cdfe921d577700ee7d73a9546e2
94636,Gender Bias: Ethical Analysis,2015,J. Hendricks,,0,https://www.semanticscholar.org/paper/a00d6ad7931e34e99da71e3f1b4bbcb1f222f117
94642,"A study on the impact of investment experience, gender, and level of education on overconfidence and self-attribution bias",2015,K. Mishra,,56,https://www.semanticscholar.org/paper/e3c1ef7edf8fd653f756fa8a2ca1bf4f50fa4642
94646,"Racial, Gender, and Socioeconomic Status Bias in Senior Medical Student Clinical Decision-Making: A National Survey",2015,Robert L. Williams,"['JournalArticle', 'Review']",31,https://www.semanticscholar.org/paper/e33c786750a8650a7cfca28918c83bbfe4934c0d
94650,"Racial, Gender, and Socioeconomic Status Bias in Senior Medical Student Clinical Decision-Making: A National Survey",2015,B. Skipper,"['JournalArticle', 'Review']",31,https://www.semanticscholar.org/paper/e33c786750a8650a7cfca28918c83bbfe4934c0d
94651,"Racial, Gender, and Socioeconomic Status Bias in Senior Medical Student Clinical Decision-Making: A National Survey",2015,Christina M. Getrich,"['JournalArticle', 'Review']",31,https://www.semanticscholar.org/paper/e33c786750a8650a7cfca28918c83bbfe4934c0d
94652,"Racial, Gender, and Socioeconomic Status Bias in Senior Medical Student Clinical Decision-Making: A National Survey",2015,A. Sussman,"['JournalArticle', 'Review']",31,https://www.semanticscholar.org/paper/e33c786750a8650a7cfca28918c83bbfe4934c0d
94653,"Racial, Gender, and Socioeconomic Status Bias in Senior Medical Student Clinical Decision-Making: A National Survey",2015,S. Zyzanski,"['JournalArticle', 'Review']",31,https://www.semanticscholar.org/paper/e33c786750a8650a7cfca28918c83bbfe4934c0d
94687,Occupational selectivity bias and gender wage gap in Malaysian manufacturing sector,2015,H. Shahiri,,2,https://www.semanticscholar.org/paper/cf9213a8122a9c801c96bf4fbfde41f27d21dbf6
94762,Gender Gaps in Overestimation of Math Performance,2015,S. Bench,,60,https://www.semanticscholar.org/paper/73142df5aeab1ba0f63d834f73134e65f151470f
94763,Gender Gaps in Overestimation of Math Performance,2015,Heather C. Lench,,60,https://www.semanticscholar.org/paper/73142df5aeab1ba0f63d834f73134e65f151470f
94764,Gender Gaps in Overestimation of Math Performance,2015,J. Liew,,60,https://www.semanticscholar.org/paper/73142df5aeab1ba0f63d834f73134e65f151470f
94766,Gender Gaps in Overestimation of Math Performance,2015,Sarah A. Flores,,60,https://www.semanticscholar.org/paper/73142df5aeab1ba0f63d834f73134e65f151470f
94810,The dark side of gendered language: The masculine-generic form as a cause for self-report bias.,2015,Opher Y. Shamir,"['JournalArticle', 'Review']",21,https://www.semanticscholar.org/paper/957fa18f2a6db9ef90c69f8a7ea33118e34993b9
94811,The dark side of gendered language: The masculine-generic form as a cause for self-report bias.,2015,Yu. Z. Tenenbaum,"['JournalArticle', 'Review']",21,https://www.semanticscholar.org/paper/957fa18f2a6db9ef90c69f8a7ea33118e34993b9
94812,The dark side of gendered language: The masculine-generic form as a cause for self-report bias.,2015,G. Gilam,"['JournalArticle', 'Review']",21,https://www.semanticscholar.org/paper/957fa18f2a6db9ef90c69f8a7ea33118e34993b9
94840,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,T. Heer,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94841,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,M. Hochadel,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94842,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,K. Schmidt,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94843,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,J. Mehilli,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94844,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,R. Zahn,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94845,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,K. Kuck,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94846,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,C. Hamm,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94848,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,G. Ertl,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94849,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,D. Andresen,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94850,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,S. Massberg,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94851,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,J. Senges,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94852,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,G. Pilz,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94853,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,A. Gitt,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94854,Gender differences in therapeutic recommendation after diagnostic coronary angiography: insights from the Coronary Angiography and PCI Registry of the German Society of Cardiology,2015,U. Zeymer,['JournalArticle'],21,https://www.semanticscholar.org/paper/1e29220c548a35d3ab8114ec2758fd33902d42a9
94905,Gender pay gaps and the restructuring of graduate labour markets in Southern Europe,2015,R. Biscaia,,18,https://www.semanticscholar.org/paper/69d0c8e77078e190f3bcaaee5d1e777f6d1e3f81
94906,Gender pay gaps and the restructuring of graduate labour markets in Southern Europe,2015,P. Teixeira,,18,https://www.semanticscholar.org/paper/69d0c8e77078e190f3bcaaee5d1e777f6d1e3f81
94919,Gender-Biased Attitudes and Attributions Among Young Italian Children: Relation to Peer Dyadic Interaction,2015,S. Sette,,13,https://www.semanticscholar.org/paper/2c4886e4d03077bceeab00c321ce70bf3fe05d75
94920,Gender-Biased Attitudes and Attributions Among Young Italian Children: Relation to Peer Dyadic Interaction,2015,E. Baumgartner,,13,https://www.semanticscholar.org/paper/2c4886e4d03077bceeab00c321ce70bf3fe05d75
94921,Gender-Biased Attitudes and Attributions Among Young Italian Children: Relation to Peer Dyadic Interaction,2015,C. Martin,,13,https://www.semanticscholar.org/paper/2c4886e4d03077bceeab00c321ce70bf3fe05d75
94922,Gender-Biased Attitudes and Attributions Among Young Italian Children: Relation to Peer Dyadic Interaction,2015,R. Fabes,,13,https://www.semanticscholar.org/paper/2c4886e4d03077bceeab00c321ce70bf3fe05d75
94960,Abstract MP62: Age and Gender Differences in Cardiovascular Health in a Rural Cohort of Children and Adults,2015,S. Frisbee,,0,https://www.semanticscholar.org/paper/7bcfe861893705f0c844d4af3eaab5a48199437e
94961,Abstract MP62: Age and Gender Differences in Cardiovascular Health in a Rural Cohort of Children and Adults,2015,S. Steiner,,0,https://www.semanticscholar.org/paper/7bcfe861893705f0c844d4af3eaab5a48199437e
94962,Abstract MP62: Age and Gender Differences in Cardiovascular Health in a Rural Cohort of Children and Adults,2015,Courtney S. Pilkerton,,0,https://www.semanticscholar.org/paper/7bcfe861893705f0c844d4af3eaab5a48199437e
94965,Abstract MP62: Age and Gender Differences in Cardiovascular Health in a Rural Cohort of Children and Adults,2015,T. Bias,,0,https://www.semanticscholar.org/paper/7bcfe861893705f0c844d4af3eaab5a48199437e
94974,Gender differences in Norwegian children’s work at home,2015,A. Nilsen,['JournalArticle'],8,https://www.semanticscholar.org/paper/78b7dc1115bc2814b9636cda9887357d25c32598
94988,Gender differences on tests of crystallized intelligence,2015,S. Wechsler,,6,https://www.semanticscholar.org/paper/547c08e14414d5a1a65c8f4edd6a83fd28b97eb6
94989,Gender differences on tests of crystallized intelligence,2015,T. Nakano,,6,https://www.semanticscholar.org/paper/547c08e14414d5a1a65c8f4edd6a83fd28b97eb6
94993,Gender differences on tests of crystallized intelligence,2015,J. H. Silva-Filho,,6,https://www.semanticscholar.org/paper/547c08e14414d5a1a65c8f4edd6a83fd28b97eb6
94994,Gender differences on tests of crystallized intelligence,2015,C. Minervino,,6,https://www.semanticscholar.org/paper/547c08e14414d5a1a65c8f4edd6a83fd28b97eb6
94996,An examination of gender differences in the American Fisheries Society peer-review process,2015,C. Frantz,['Review'],9,https://www.semanticscholar.org/paper/8bd6f48ead92db44e2a677baa0eb95a3bd564f88
94997,An examination of gender differences in the American Fisheries Society peer-review process,2015,P. Kočovský,['Review'],9,https://www.semanticscholar.org/paper/8bd6f48ead92db44e2a677baa0eb95a3bd564f88
94998,An examination of gender differences in the American Fisheries Society peer-review process,2015,D. DeVries,['Review'],9,https://www.semanticscholar.org/paper/8bd6f48ead92db44e2a677baa0eb95a3bd564f88
94999,An examination of gender differences in the American Fisheries Society peer-review process,2015,S. Cooke,['Review'],9,https://www.semanticscholar.org/paper/8bd6f48ead92db44e2a677baa0eb95a3bd564f88
95000,An examination of gender differences in the American Fisheries Society peer-review process,2015,Julie E. Claussen,['Review'],9,https://www.semanticscholar.org/paper/8bd6f48ead92db44e2a677baa0eb95a3bd564f88
95018,Regional differences in gender wage gaps in Poland,2015,P. Strawiński,['Review'],7,https://www.semanticscholar.org/paper/4f97bdc42ac340375f19fce72f2dc85bd9910aa8
95097,Who Bears the Pen? Relative Income and Gender Gap in Mortgage Signing Order,2015,Richard K. Green,,3,https://www.semanticscholar.org/paper/2e0e000784501d8b27ee2eee9c13421acfc5239c
95098,Who Bears the Pen? Relative Income and Gender Gap in Mortgage Signing Order,2015,E. Rosenblatt,,3,https://www.semanticscholar.org/paper/2e0e000784501d8b27ee2eee9c13421acfc5239c
95103,Sex/Gender Differences in Metabolism and Behavior: Influence of Sex Chromosomes and Hormones,2015,L. M. Brown,['JournalArticle'],4,https://www.semanticscholar.org/paper/21f0fcd6d5b465008e8b7c20a11bae2fcfdc06d6
95104,Sex/Gender Differences in Metabolism and Behavior: Influence of Sex Chromosomes and Hormones,2015,R. Rahimian,['JournalArticle'],4,https://www.semanticscholar.org/paper/21f0fcd6d5b465008e8b7c20a11bae2fcfdc06d6
95107,Closing the Gender Gap in the Field of Economics in Vietnam,2015,P. Huong,,2,https://www.semanticscholar.org/paper/50653f951011b51b2c52d794db6e0ae8407653e6
96002,Gender differences in narcissism: a meta-analytic review.,2015,Emily J. Grijalva,"['Review', 'MetaAnalysis', 'JournalArticle']",371,https://www.semanticscholar.org/paper/aa6352ccde2e6c6412bc85a66a1348864c012198
96003,Gender differences in narcissism: a meta-analytic review.,2015,Daniel A. Newman,"['Review', 'MetaAnalysis', 'JournalArticle']",371,https://www.semanticscholar.org/paper/aa6352ccde2e6c6412bc85a66a1348864c012198
96004,Gender differences in narcissism: a meta-analytic review.,2015,L. Tay,"['Review', 'MetaAnalysis', 'JournalArticle']",371,https://www.semanticscholar.org/paper/aa6352ccde2e6c6412bc85a66a1348864c012198
96005,Gender differences in narcissism: a meta-analytic review.,2015,M. Donnellan,"['Review', 'MetaAnalysis', 'JournalArticle']",371,https://www.semanticscholar.org/paper/aa6352ccde2e6c6412bc85a66a1348864c012198
96006,Gender differences in narcissism: a meta-analytic review.,2015,P. Harms,"['Review', 'MetaAnalysis', 'JournalArticle']",371,https://www.semanticscholar.org/paper/aa6352ccde2e6c6412bc85a66a1348864c012198
96007,Gender differences in narcissism: a meta-analytic review.,2015,R. Robins,"['Review', 'MetaAnalysis', 'JournalArticle']",371,https://www.semanticscholar.org/paper/aa6352ccde2e6c6412bc85a66a1348864c012198
96013,On the Origins of Gender Human Capital Gaps: Short and Long Term Consequences of Teachers’ Stereotypical Biases,2015,E. Sand,,178,https://www.semanticscholar.org/paper/b730f371846f0001e39cd6acba8b7f03d42300f1
96053,"Physical Activity, Gender Difference, and Depressive Symptoms.",2015,S. Yen,['JournalArticle'],41,https://www.semanticscholar.org/paper/23a2d6e5455eb15795c936880ee192ad905d9e4b
96060,"Diverging fortunes: The evolution of gender wage gaps for singles, couples, and parents in China, 1989–2009",2015,E. Hannum,['JournalArticle'],37,https://www.semanticscholar.org/paper/37e8373600205a1dfc459bf8196749a29841765a
96064,Effects of Gender Difference and Caffeine Supplementation on Anaerobic Muscle Performance.,2015,H.-Y. Chen,['JournalArticle'],32,https://www.semanticscholar.org/paper/02c6b8a9c59bacb2477066026d1ab8d1a3708842
96066,Effects of Gender Difference and Caffeine Supplementation on Anaerobic Muscle Performance.,2015,K. Tung,['JournalArticle'],32,https://www.semanticscholar.org/paper/02c6b8a9c59bacb2477066026d1ab8d1a3708842
96083,Gender difference in advanced HIV disease and late presentation according to European consensus definitions,2015,S. Nie,"['Review', 'MetaAnalysis', 'JournalArticle']",27,https://www.semanticscholar.org/paper/7ac2055e7b78a60cec93fe402e04a996e6577395
96088,A quantitative analysis of gender differences in movies using psycholinguistic normatives,2015,Shrikanth S. Narayanan,"['JournalArticle', 'Conference']",22,https://www.semanticscholar.org/paper/401a5ef0ccb720df9802e6d52782ed082f0b007d
